XVAL,YVAL,DENSITY
-8.5000,10.0000,-0.167158
-8.4000,-10.0000,0.060714
-8.4000,-9.9000,0.178191
-8.4000,-9.8000,0.587791
-8.4000,-9.7000,0.457750
-8.4000,-9.6000,0.621713
-8.4000,-9.5000,0.226994
-8.4000,-9.4000,-0.091849
-8.4000,-9.3000,0.525828
-8.4000,-9.2000,0.348506
-8.4000,-9.1000,0.005002
-8.4000,-9.0000,0.060047
-8.4000,-8.9000,0.749890
-8.4000,-8.8000,0.233327
-8.4000,-8.7000,0.624093
-8.4000,-8.6000,0.192373
-8.4000,-8.5000,0.148652
-8.4000,-8.4000,0.466726
-8.4000,-8.3000,0.389854
-8.4000,-8.2000,0.662684
-8.4000,-8.1000,0.372081
-8.4000,-8.0000,0.686103
-8.4000,-7.9000,0.175936
-8.4000,-7.8000,0.641965
-8.4000,-7.7000,0.616208
-8.4000,-7.6000,0.654496
-8.4000,-7.5000,0.212332
-8.4000,-7.4000,0.321678
-8.4000,-7.3000,0.553549
-8.4000,-7.2000,0.663109
-8.4000,-7.1000,0.444078
-8.4000,-7.0000,-0.063149
-8.4000,-6.9000,0.403138
-8.4000,-6.8000,0.787578
-8.4000,-6.7000,0.454926
-8.4000,-6.6000,0.294459
-8.4000,-6.5000,0.468346
-8.4000,-6.4000,0.252446
-8.4000,-6.3000,0.702465
-8.4000,-6.2000,0.594473
-8.4000,-6.1000,0.179723
-8.4000,-6.0000,0.543904
-8.4000,-5.9000,0.403977
-8.4000,-5.8000,0.475804
-8.4000,-5.7000,0.181028
-8.4000,-5.6000,0.600015
-8.4000,-5.5000,0.463357
-8.4000,-5.4000,-0.062893
-8.4000,-5.3000,0.134349
-8.4000,-5.2000,0.345230
-8.4000,-5.1000,0.089070
-8.4000,-5.0000,0.023895
-8.4000,-4.9000,0.584456
-8.4000,-4.8000,0.138293
-8.4000,-4.7000,0.364453
-8.4000,-4.6000,0.593798
-8.4000,-4.5000,0.612303
-8.4000,-4.4000,0.724857
-8.4000,-4.3000,-0.004059
-8.4000,-4.2000,0.680826
-8.4000,-4.1000,0.370611
-8.4000,-4.0000,0.377118
-8.4000,-3.9000,-0.024987
-8.4000,-3.8000,0.160023
-8.4000,-3.7000,0.073149
-8.4000,-3.6000,0.001879
-8.4000,-3.5000,0.504727
-8.4000,-3.4000,0.122998
-8.4000,-3.3000,0.327331
-8.4000,-3.2000,-0.044670
-8.4000,-3.1000,0.191086
-8.4000,-3.0000,0.452434
-8.4000,-2.9000,0.560336
-8.4000,-2.8000,0.341465
-8.4000,-2.7000,0.286448
-8.4000,-2.6000,0.396377
-8.4000,-2.5000,-0.091718
-8.4000,-2.4000,0.270840
-8.4000,-2.3000,0.405451
-8.4000,-2.2000,0.245484
-8.4000,-2.1000,0.705684
-8.4000,-2.0000,0.733857
-8.4000,-1.9000,0.683809
-8.4000,-1.8000,0.160747
-8.4000,-1.7000,0.018866
-8.4000,-1.6000,0.347736
-8.4000,-1.5000,-0.095422
-8.4000,-1.4000,0.460495
-8.4000,-1.3000,0.563712
-8.4000,-1.2000,0.374375
-8.4000,-1.1000,0.284809
-8.4000,-1.0000,0.521740
-8.4000,-0.9000,0.579236
-8.4000,-0.8000,-0.093710
-8.4000,-0.7000,0.013165
-8.4000,-0.6000,0.188315
-8.4000,-0.5000,-0.014559
-8.4000,-0.4000,-0.010281
-8.4000,-0.3000,0.046851
-8.4000,-0.2000,0.532394
-8.4000,-0.1000,0.670426
-8.4000,0.0000,-0.308306
-8.4000,0.1000,-0.197203
-8.4000,0.2000,-0.110385
-8.4000,0.3000,-0.571008
-8.4000,0.4000,-0.082813
-8.4000,0.5000,-0.601443
-8.4000,0.6000,0.094583
-8.4000,0.7000,-0.131073
-8.4000,0.8000,-0.646821
-8.4000,0.9000,-0.352230
-8.4000,1.0000,-0.646096
-8.4000,1.1000,-0.353015
-8.4000,1.2000,-0.404082
-8.4000,1.3000,0.037763
-8.4000,1.4000,-0.378135
-8.4000,1.5000,0.009001
-8.4000,1.6000,-0.053890
-8.4000,1.7000,-0.431010
-8.4000,1.8000,-0.011694
-8.4000,1.9000,-0.197053
-8.4000,2.0000,-0.125281
-8.4000,2.1000,-0.097692
-8.4000,2.2000,-0.637470
-8.4000,2.3000,-0.333944
-8.4000,2.4000,-0.506955
-8.4000,2.5000,-0.016723
-8.4000,2.6000,-0.388260
-8.4000,2.7000,-0.521747
-8.4000,2.8000,-0.426911
-8.4000,2.9000,-0.318489
-8.4000,3.0000,-0.474622
-8.4000,3.1000,-0.504960
-8.4000,3.2000,0.159010
-8.4000,3.3000,0.103910
-8.4000,3.4000,-0.302135
-8.4000,3.5000,-0.481593
-8.4000,3.6000,0.041993
-8.4000,3.7000,-0.283542
-8.4000,3.8000,-0.442054
-8.4000,3.9000,-0.072565
-8.4000,4.0000,0.081385
-8.4000,4.1000,-0.177514
-8.4000,4.2000,-0.508757
-8.4000,4.3000,-0.257396
-8.4000,4.4000,-0.414115
-8.4000,4.5000,-0.311852
-8.4000,4.6000,-0.202561
-8.4000,4.7000,-0.610332
-8.4000,4.8000,-0.554912
-8.4000,4.9000,0.105822
-8.4000,5.0000,-0.034683
-8.4000,5.1000,-0.667678
-8.4000,5.2000,-0.271394
-8.4000,5.3000,-0.354612
-8.4000,5.4000,-0.076988
-8.4000,5.5000,-0.391194
-8.4000,5.6000,-0.146823
-8.4000,5.7000,-0.340196
-8.4000,5.8000,-0.342448
-8.4000,5.9000,0.072994
-8.4000,6.0000,-0.672343
-8.4000,6.1000,-0.030224
-8.4000,6.2000,-0.054815
-8.4000,6.3000,-0.682499
-8.4000,6.4000,-0.646292
-8.4000,6.5000,-0.222847
-8.4000,6.6000,0.194291
-8.4000,6.7000,-0.058904
-8.4000,6.8000,0.061897
-8.4000,6.9000,-0.064741
-8.4000,7.0000,-0.778039
-8.4000,7.1000,-0.064539
-8.4000,7.2000,0.076844
-8.4000,7.3000,-0.605635
-8.4000,7.4000,-0.282071
-8.4000,7.5000,-0.525131
-8.4000,7.6000,-0.175451
-8.4000,7.7000,-0.543262
-8.4000,7.8000,-0.562477
-8.4000,7.9000,-0.322528
-8.4000,8.0000,0.046465
-8.4000,8.1000,-0.099613
-8.4000,8.2000,0.037104
-8.4000,8.3000,-0.457870
-8.4000,8.4000,-0.595720
-8.4000,8.5000,-0.033375
-8.4000,8.6000,-0.073739
-8.4000,8.7000,-0.189024
-8.4000,8.8000,0.146331
-8.4000,8.9000,0.097236
-8.4000,9.0000,-0.552330
-8.4000,9.1000,-0.469558
-8.4000,9.2000,-0.181460
-8.4000,9.3000,-0.327275
-8.4000,9.4000,-0.392559
-8.4000,9.5000,-0.363001
-8.4000,9.6000,-0.485076
-8.4000,9.7000,-0.429704
-8.4000,9.8000,-0.146148
-8.4000,9.9000,-0.104293
-8.4000,10.0000,0.019977
-8.3000,-10.0000,-0.062897
-8.3000,-9.9000,0.309500
-8.3000,-9.8000,-0.080370
-8.3000,-9.7000,0.522368
-8.3000,-9.6000,0.408729
-8.3000,-9.5000,0.011522
-8.3000,-9.4000,0.307761
-8.3000,-9.3000,0.521792
-8.3000,-9.2000,0.693866
-8.3000,-9.1000,0.463609
-8.3000,-9.0000,0.152159
-8.3000,-8.9000,0.524992
-8.3000,-8.8000,0.004973
-8.3000,-8.7000,0.065204
-8.3000,-8.6000,0.778414
-8.3000,-8.5000,0.577896
-8.3000,-8.4000,0.572532
-8.3000,-8.3000,0.324665
-8.3000,-8.2000,0.171142
-8.3000,-8.1000,0.352766
-8.3000,-8.0000,-0.033400
-8.3000,-7.9000,0.336193
-8.3000,-7.8000,0.012044
-8.3000,-7.7000,0.042615
-8.3000,-7.6000,0.077479
-8.3000,-7.5000,0.225603
-8.3000,-7.4000,0.674076
-8.3000,-7.3000,0.304994
-8.3000,-7.2000,0.584499
-8.3000,-7.1000,0.745855
-8.3000,-7.0000,0.542493
-8.3000,-6.9000,0.445132
-8.3000,-6.8000,0.141825
-8.3000,-6.7000,0.283854
-8.3000,-6.6000,0.734085
-8.3000,-6.5000,0.144285
-8.3000,-6.4000,0.337652
-8.3000,-6.3000,0.715079
-8.3000,-6.2000,0.380834
-8.3000,-6.1000,0.387182
-8.3000,-6.0000,-0.080343
-8.3000,-5.9000,0.080356
-8.3000,-5.8000,0.093180
-8.3000,-5.7000,0.055462
-8.3000,-5.6000,0.672082
-8.3000,-5.5000,0.178709
-8.3000,-5.4000,0.260455
-8.3000,-5.3000,-0.043304
-8.3000,-5.2000,0.589477
-8.3000,-5.1000,0.092917
-8.3000,-5.0000,-0.055857
-8.3000,-4.9000,0.303432
-8.3000,-4.8000,0.391030
-8.3000,-4.7000,-0.079804
-8.3000,-4.6000,0.113358
-8.3000,-4.5000,0.453807
-8.3000,-4.4000,0.536646
-8.3000,-4.3000,0.386069
-8.3000,-4.2000,0.330958
-8.3000,-4.1000,0.355030
-8.3000,-4.0000,0.572088
-8.3000,-3.9000,0.256205
-8.3000,-3.8000,0.367191
-8.3000,-3.7000,-0.055728
-8.3000,-3.6000,-0.009583
-8.3000,-3.5000,0.572069
-8.3000,-3.4000,0.618770
-8.3000,-3.3000,0.089455
-8.3000,-3.2000,0.695292
-8.3000,-3.1000,0.129685
-8.3000,-3.0000,0.159161
-8.3000,-2.9000,-0.031134
-8.3000,-2.8000,0.629367
-8.3000,-2.7000,0.069806
-8.3000,-2.6000,0.057171
-8.3000,-2.5000,-0.013172
-8.3000,-2.4000,0.647207
-8.3000,-2.3000,-0.111638
-8.3000,-2.2000,-0.146314
-8.3000,-2.1000,0.447229
-8.3000,-2.0000,0.133000
-8.3000,-1.9000,0.595403
-8.3000,-1.8000,0.761472
-8.3000,-1.7000,-0.162174
-8.3000,-1.6000,0.644187
-8.3000,-1.5000,0.604486
-8.3000,-1.4000,0.252239
-8.3000,-1.3000,-0.107642
-8.3000,-1.2000,0.424897
-8.3000,-1.1000,0.370190
-8.3000,-1.0000,0.424862
-8.3000,-0.9000,-0.105761
-8.3000,-0.8000,0.608833
-8.3000,-0.7000,-0.005199
-8.3000,-0.6000,0.381594
-8.3000,-0.5000,-0.051230
-8.3000,-0.4000,0.490151
-8.3000,-0.3000,0.120738
-8.3000,-0.2000,-0.018636
-8.3000,-0.1000,0.459292
-8.3000,0.0000,-0.030279
-8.3000,0.1000,-0.382821
-8.3000,0.2000,-0.482747
-8.3000,0.3000,0.038836
-8.3000,0.4000,-0.596300
-8.3000,0.5000,-0.290415
-8.3000,0.6000,-0.538136
-8.3000,0.7000,0.070975
-8.3000,0.8000,-0.019395
-8.3000,0.9000,-0.195135
-8.3000,1.0000,-0.039549
-8.3000,1.1000,-0.641713
-8.3000,1.2000,-0.419052
-8.3000,1.3000,-0.294354
-8.3000,1.4000,0.058146
-8.3000,1.5000,-0.453935
-8.3000,1.6000,-0.116230
-8.3000,1.7000,-0.144616
-8.3000,1.8000,-0.324181
-8.3000,1.9000,-0.703932
-8.3000,2.0000,-0.564287
-8.3000,2.1000,-0.633075
-8.3000,2.2000,-0.543290
-8.3000,2.3000,-0.707160
-8.3000,2.4000,-0.593832
-8.3000,2.5000,-0.064283
-8.3000,2.6000,-0.493251
-8.3000,2.7000,-0.540213
-8.3000,2.8000,-0.076923
-8.3000,2.9000,-0.623043
-8.3000,3.0000,-0.096558
-8.3000,3.1000,-0.427279
-8.3000,3.2000,-0.115924
-8.3000,3.3000,-0.638713
-8.3000,3.4000,-0.030332
-8.3000,3.5000,-0.134244
-8.3000,3.6000,-0.180465
-8.3000,3.7000,-0.765776
-8.3000,3.8000,-0.514347
-8.3000,3.9000,-0.602844
-8.3000,4.0000,-0.545656
-8.3000,4.1000,-0.174356
-8.3000,4.2000,-0.014178
-8.3000,4.3000,-0.132625
-8.3000,4.4000,-0.100653
-8.3000,4.5000,-0.308395
-8.3000,4.6000,-0.117066
-8.3000,4.7000,-0.682487
-8.3000,4.8000,0.035760
-8.3000,4.9000,-0.211653
-8.3000,5.0000,-0.077996
-8.3000,5.1000,-0.401564
-8.3000,5.2000,-0.099604
-8.3000,5.3000,-0.541806
-8.3000,5.4000,-0.014341
-8.3000,5.5000,-0.153551
-8.3000,5.6000,-0.055473
-8.3000,5.7000,-0.219937
-8.3000,5.8000,0.050264
-8.3000,5.9000,-0.071774
-8.3000,6.0000,0.087844
-8.3000,6.1000,-0.356787
-8.3000,6.2000,-0.621096
-8.3000,6.3000,-0.654080
-8.3000,6.4000,-0.382241
-8.3000,6.5000,-0.035006
-8.3000,6.6000,0.053192
-8.3000,6.7000,-0.130274
-8.3000,6.8000,-0.380832
-8.3000,6.9000,-0.348601
-8.3000,7.0000,-0.318189
-8.3000,7.1000,-0.512692
-8.3000,7.2000,-0.032936
-8.3000,7.3000,-0.198707
-8.3000,7.4000,-0.210534
-8.3000,7.5000,-0.076331
-8.3000,7.6000,-0.681030
-8.3000,7.7000,-0.559002
-8.3000,7.8000,-0.271607
-8.3000,7.9000,-0.523434
-8.3000,8.0000,-0.283753
-8.3000,8.1000,-0.421139
-8.3000,8.2000,-0.015096
-8.3000,8.3000,-0.620343
-8.3000,8.4000,-0.555068
-8.3000,8.5000,-0.445597
-8.3000,8.6000,-0.194400
-8.3000,8.7000,-0.006670
-8.3000,8.8000,-0.321799
-8.3000,8.9000,-0.222426
-8.3000,9.0000,-0.277982
-8.3000,9.1000,-0.540376
-8.3000,9.2000,-0.545227
-8.3000,9.3000,-0.554935
-8.3000,9.4000,0.044747
-8.3000,9.5000,-0.397028
-8.3000,9.6000,-0.566504
-8.3000,9.7000,-0.337915
-8.3000,9.8000,-0.369561
-8.3000,9.9000,-0.011926
-8.3000,10.0000,-0.412494
-8.2000,-10.0000,0.041924
-8.2000,-9.9000,0.209141
-8.2000,-9.8000,0.077706
-8.2000,-9.7000,0.459412
-8.2000,-9.6000,0.345111
-8.2000,-9.5000,0.021996
-8.2000,-9.4000,0.356138
-8.2000,-9.3000,0.402915
-8.2000,-9.2000,0.075152
-8.2000,-9.1000,0.192292
-8.2000,-9.0000,0.174645
-8.2000,-8.9000,0.628158
-8.2000,-8.8000,0.005316
-8.2000,-8.7000,0.097330
-8.2000,-8.6000,0.529984
-8.2000,-8.5000,-0.032223
-8.2000,-8.4000,0.371518
-8.2000,-8.3000,0.720944
-8.2000,-8.2000,-0.161547
-8.2000,-8.1000,0.555665
-8.2000,-8.0000,0.644071
-8.2000,-7.9000,0.245476
-8.2000,-7.8000,0.469062
-8.2000,-7.7000,0.681945
-8.2000,-7.6000,0.091011
-8.2000,-7.5000,0.286118
-8.2000,-7.4000,0.281831
-8.2000,-7.3000,0.007189
-8.2000,-7.2000,0.054885
-8.2000,-7.1000,0.660686
-8.2000,-7.0000,0.601050
-8.2000,-6.9000,-0.018533
-8.2000,-6.8000,0.530665
-8.2000,-6.7000,0.610523
-8.2000,-6.6000,0.144150
-8.2000,-6.5000,-0.029514
-8.2000,-6.4000,0.606663
-8.2000,-6.3000,0.276884
-8.2000,-6.2000,0.259183
-8.2000,-6.1000,0.281228
-8.2000,-6.0000,0.623412
-8.2000,-5.9000,0.286751
-8.2000,-5.8000,0.640229
-8.2000,-5.7000,0.434035
-8.2000,-5.6000,-0.085856
-8.2000,-5.5000,0.638917
-8.2000,-5.4000,0.034012
-8.2000,-5.3000,-0.066706
-8.2000,-5.2000,0.276332
-8.2000,-5.1000,0.471213
-8.2000,-5.0000,0.096001
-8.2000,-4.9000,0.496522
-8.2000,-4.8000,0.119424
-8.2000,-4.7000,0.443081
-8.2000,-4.6000,0.697331
-8.2000,-4.5000,0.149074
-8.2000,-4.4000,-0.159572
-8.2000,-4.3000,0.203028
-8.2000,-4.2000,0.710914
-8.2000,-4.1000,0.547410
-8.2000,-4.0000,0.083980
-8.2000,-3.9000,-0.066328
-8.2000,-3.8000,0.044853
-8.2000,-3.7000,-0.075841
-8.2000,-3.6000,0.118672
-8.2000,-3.5000,0.536774
-8.2000,-3.4000,-0.096563
-8.2000,-3.3000,0.605989
-8.2000,-3.2000,0.523858
-8.2000,-3.1000,0.606306
-8.2000,-3.0000,0.672514
-8.2000,-2.9000,0.679043
-8.2000,-2.8000,0.018327
-8.2000,-2.7000,0.411912
-8.2000,-2.6000,0.547626
-8.2000,-2.5000,0.031550
-8.2000,-2.4000,0.417164
-8.2000,-2.3000,0.315714
-8.2000,-2.2000,-0.005036
-8.2000,-2.1000,0.441317
-8.2000,-2.0000,0.617742
-8.2000,-1.9000,0.512102
-8.2000,-1.8000,0.246054
-8.2000,-1.7000,0.754494
-8.2000,-1.6000,-0.119178
-8.2000,-1.5000,0.442010
-8.2000,-1.4000,0.008795
-8.2000,-1.3000,0.444420
-8.2000,-1.2000,0.742505
-8.2000,-1.1000,0.129140
-8.2000,-1.0000,0.065926
-8.2000,-0.9000,0.038700
-8.2000,-0.8000,0.684781
-8.2000,-0.7000,0.084586
-8.2000,-0.6000,0.355330
-8.2000,-0.5000,0.038262
-8.2000,-0.4000,0.276831
-8.2000,-0.3000,0.729139
-8.2000,-0.2000,0.527137
-8.2000,-0.1000,0.698841
-8.2000,0.0000,0.081807
-8.2000,0.1000,-0.345054
-8.2000,0.2000,-0.716215
-8.2000,0.3000,0.079424
-8.2000,0.4000,-0.100780
-8.2000,0.5000,-0.595252
-8.2000,0.6000,-0.041520
-8.2000,0.7000,-0.063462
-8.2000,0.8000,-0.113173
-8.2000,0.9000,-0.028487
-8.2000,1.0000,-0.025378
-8.2000,1.1000,0.053586
-8.2000,1.2000,0.007626
-8.2000,1.3000,-0.210278
-8.2000,1.4000,-0.138736
-8.2000,1.5000,-0.141001
-8.2000,1.6000,-0.543737
-8.2000,1.7000,-0.383159
-8.2000,1.8000,-0.257243
-8.2000,1.9000,-0.377620
-8.2000,2.0000,0.049500
-8.2000,2.1000,-0.499190
-8.2000,2.2000,-0.270538
-8.2000,2.3000,-0.103924
-8.2000,2.4000,-0.661431
-8.2000,2.5000,-0.389205
-8.2000,2.6000,0.005563
-8.2000,2.7000,-0.649123
-8.2000,2.8000,-0.302626
-8.2000,2.9000,-0.027296
-8.2000,3.0000,-0.534145
-8.2000,3.1000,-0.000597
-8.2000,3.2000,-0.271217
-8.2000,3.3000,-0.557063
-8.2000,3.4000,-0.459652
-8.2000,3.5000,-0.137334
-8.2000,3.6000,-0.281909
-8.2000,3.7000,-0.540544
-8.2000,3.8000,-0.480870
-8.2000,3.9000,-0.179130
-8.2000,4.0000,-0.133198
-8.2000,4.1000,0.095646
-8.2000,4.2000,-0.512106
-8.2000,4.3000,0.072343
-8.2000,4.4000,-0.493932
-8.2000,4.5000,-0.172760
-8.2000,4.6000,-0.338849
-8.2000,4.7000,-0.514034
-8.2000,4.8000,-0.397041
-8.2000,4.9000,-0.297675
-8.2000,5.0000,-0.232190
-8.2000,5.1000,-0.074323
-8.2000,5.2000,-0.148136
-8.2000,5.3000,-0.338629
-8.2000,5.4000,-0.278346
-8.2000,5.5000,-0.237446
-8.2000,5.6000,-0.577700
-8.2000,5.7000,-0.265636
-8.2000,5.8000,-0.566680
-8.2000,5.9000,-0.484802
-8.2000,6.0000,-0.456707
-8.2000,6.1000,-0.275717
-8.2000,6.2000,-0.349427
-8.2000,6.3000,-0.074016
-8.2000,6.4000,-0.517876
-8.2000,6.5000,-0.205576
-8.2000,6.6000,-0.261950
-8.2000,6.7000,-0.485072
-8.2000,6.8000,-0.047461
-8.2000,6.9000,-0.529694
-8.2000,7.0000,-0.183757
-8.2000,7.1000,-0.739930
-8.2000,7.2000,-0.432424
-8.2000,7.3000,-0.274075
-8.2000,7.4000,-0.256933
-8.2000,7.5000,-0.375638
-8.2000,7.6000,-0.316654
-8.2000,7.7000,-0.744140
-8.2000,7.8000,-0.494823
-8.2000,7.9000,-0.240624
-8.2000,8.0000,-0.411833
-8.2000,8.1000,0.003000
-8.2000,8.2000,0.037038
-8.2000,8.3000,-0.651176
-8.2000,8.4000,-0.071750
-8.2000,8.5000,-0.269771
-8.2000,8.6000,-0.380780
-8.2000,8.7000,-0.542840
-8.2000,8.8000,-0.617911
-8.2000,8.9000,-0.654709
-8.2000,9.0000,-0.435383
-8.2000,9.1000,-0.284384
-8.2000,9.2000,-0.265273
-8.2000,9.3000,-0.508334
-8.2000,9.4000,-0.115448
-8.2000,9.5000,0.118540
-8.2000,9.6000,-0.418288
-8.2000,9.7000,-0.074830
-8.2000,9.8000,-0.592857
-8.2000,9.9000,0.070433
-8.2000,10.0000,-0.044412
-8.1000,-10.0000,0.769143
-8.1000,-9.9000,0.478518
-8.1000,-9.8000,0.237914
-8.1000,-9.7000,0.545617
-8.1000,-9.6000,0.462392
-8.1000,-9.5000,0.441292
-8.1000,-9.4000,0.351781
-8.1000,-9.3000,0.237830
-8.1000,-9.2000,0.368868
-8.1000,-9.1000,0.206327
-8.1000,-9.0000,0.416262
-8.1000,-8.9000,0.217396
-8.1000,-8.8000,0.192358
-8.1000,-8.7000,0.033062
-8.1000,-8.6000,0.145738
-8.1000,-8.5000,0.405427
-8.1000,-8.4000,0.085267
-8.1000,-8.3000,-0.133471
-8.1000,-8.2000,0.228743
-8.1000,-8.1000,0.214380
-8.1000,-8.0000,0.046346
-8.1000,-7.9000,0.536668
-8.1000,-7.8000,0.607630
-8.1000,-7.7000,0.623400
-8.1000,-7.6000,0.743966
-8.1000,-7.5000,0.078083
-8.1000,-7.4000,0.516642
-8.1000,-7.3000,0.581522
-8.1000,-7.2000,0.232371
-8.1000,-7.1000,-0.082894
-8.1000,-7.0000,0.624528
-8.1000,-6.9000,-0.034440
-8.1000,-6.8000,0.118302
-8.1000,-6.7000,0.453153
-8.1000,-6.6000,0.318072
-8.1000,-6.5000,0.417425
-8.1000,-6.4000,-0.033839
-8.1000,-6.3000,0.166689
-8.1000,-6.2000,0.223016
-8.1000,-6.1000,0.326056
-8.1000,-6.0000,0.796894
-8.1000,-5.9000,0.408821
-8.1000,-5.8000,-0.035211
-8.1000,-5.7000,0.276976
-8.1000,-5.6000,0.602718
-8.1000,-5.5000,0.628196
-8.1000,-5.4000,-0.009823
-8.1000,-5.3000,0.202366
-8.1000,-5.2000,0.238935
-8.1000,-5.1000,0.023026
-8.1000,-5.0000,0.109126
-8.1000,-4.9000,0.240435
-8.1000,-4.8000,0.032538
-8.1000,-4.7000,0.471540
-8.1000,-4.6000,0.434803
-8.1000,-4.5000,0.273594
-8.1000,-4.4000,0.550175
-8.1000,-4.3000,0.133305
-8.1000,-4.2000,0.403532
-8.1000,-4.1000,0.729937
-8.1000,-4.0000,0.551368
-8.1000,-3.9000,0.236168
-8.1000,-3.8000,0.168694
-8.1000,-3.7000,0.470333
-8.1000,-3.6000,0.331898
-8.1000,-3.5000,0.629589
-8.1000,-3.4000,0.206454
-8.1000,-3.3000,0.632790
-8.1000,-3.2000,0.138831
-8.1000,-3.1000,0.274429
-8.1000,-3.0000,0.096524
-8.1000,-2.9000,0.009163
-8.1000,-2.8000,0.608753
-8.1000,-2.7000,0.229491
-8.1000,-2.6000,0.421302
-8.1000,-2.5000,0.475354
-8.1000,-2.4000,0.135355
-8.1000,-2.3000,0.143902
-8.1000,-2.2000,0.357703
-8.1000,-2.1000,0.226929
-8.1000,-2.0000,0.035965
-8.1000,-1.9000,0.597959
-8.1000,-1.8000,0.022063
-8.1000,-1.7000,0.611793
-8.1000,-1.6000,0.035295
-8.1000,-1.5000,0.548150
-8.1000,-1.4000,0.093013
-8.1000,-1.3000,0.311942
-8.1000,-1.2000,-0.106821
-8.1000,-1.1000,0.119746
-8.1000,-1.0000,0.461964
-8.1000,-0.9000,0.439648
-8.1000,-0.8000,0.171656
-8.1000,-0.7000,0.120866
-8.1000,-0.6000,0.027314
-8.1000,-0.5000,0.330523
-8.1000,-0.4000,0.156058
-8.1000,-0.3000,0.041146
-8.1000,-0.2000,0.051131
-8.1000,-0.1000,0.537524
-8.1000,0.0000,-0.434774
-8.1000,0.1000,-0.414335
-8.1000,0.2000,-0.280407
-8.1000,0.3000,-0.140367
-8.1000,0.4000,-0.130129
-8.1000,0.5000,-0.600535
-8.1000,0.6000,-0.090182
-8.1000,0.7000,-0.075535
-8.1000,0.8000,0.007713
-8.1000,0.9000,0.004021
-8.1000,1.0000,-0.087917
-8.1000,1.1000,-0.173749
-8.1000,1.2000,-0.044095
-8.1000,1.3000,-0.451682
-8.1000,1.4000,-0.604652
-8.1000,1.5000,0.002725
-8.1000,1.6000,-0.357180
-8.1000,1.7000,0.000119
-8.1000,1.8000,-0.104429
-8.1000,1.9000,0.106876
-8.1000,2.0000,-0.577645
-8.1000,2.1000,-0.522578
-8.1000,2.2000,-0.675101
-8.1000,2.3000,-0.169648
-8.1000,2.4000,-0.456689
-8.1000,2.5000,-0.781175
-8.1000,2.6000,-0.222087
-8.1000,2.7000,-0.371028
-8.1000,2.8000,-0.259245
-8.1000,2.9000,-0.492653
-8.1000,3.0000,-0.580870
-8.1000,3.1000,-0.115628
-8.1000,3.2000,0.122400
-8.1000,3.3000,-0.124251
-8.1000,3.4000,-0.269336
-8.1000,3.5000,-0.375751
-8.1000,3.6000,-0.505362
-8.1000,3.7000,0.089216
-8.1000,3.8000,-0.353024
-8.1000,3.9000,-0.657064
-8.1000,4.0000,-0.140499
-8.1000,4.1000,-0.063662
-8.1000,4.2000,-0.666547
-8.1000,4.3000,-0.068249
-8.1000,4.4000,-0.269140
-8.1000,4.5000,0.042961
-8.1000,4.6000,-0.250044
-8.1000,4.7000,-0.192516
-8.1000,4.8000,-0.348728
-8.1000,4.9000,-0.075511
-8.1000,5.0000,-0.023449
-8.1000,5.1000,-0.538836
-8.1000,5.2000,-0.239660
-8.1000,5.3000,-0.600371
-8.1000,5.4000,-0.105028
-8.1000,5.5000,-0.126256
-8.1000,5.6000,-0.751364
-8.1000,5.7000,-0.185604
-8.1000,5.8000,-0.413488
-8.1000,5.9000,-0.285055
-8.1000,6.0000,-0.558448
-8.1000,6.1000,-0.684340
-8.1000,6.2000,-0.373310
-8.1000,6.3000,-0.632474
-8.1000,6.4000,-0.003634
-8.1000,6.5000,-0.286445
-8.1000,6.6000,-0.333049
-8.1000,6.7000,-0.402491
-8.1000,6.8000,-0.445142
-8.1000,6.9000,-0.254953
-8.1000,7.0000,0.076433
-8.1000,7.1000,-0.449850
-8.1000,7.2000,-0.340646
-8.1000,7.3000,-0.236898
-8.1000,7.4000,-0.472401
-8.1000,7.5000,-0.218218
-8.1000,7.6000,-0.019332
-8.1000,7.7000,-0.607287
-8.1000,7.8000,-0.308273
-8.1000,7.9000,-0.541368
-8.1000,8.0000,-0.653523
-8.1000,8.1000,-0.314387
-8.1000,8.2000,0.012592
-8.1000,8.3000,-0.449238
-8.1000,8.4000,-0.061182
-8.1000,8.5000,-0.654945
-8.1000,8.6000,-0.610212
-8.1000,8.7000,-0.172883
-8.1000,8.8000,-0.494847
-8.1000,8.9000,-0.732001
-8.1000,9.0000,-0.116033
-8.1000,9.1000,-0.520465
-8.1000,9.2000,-0.271180
-8.1000,9.3000,-0.586247
-8.1000,9.4000,0.025676
-8.1000,9.5000,-0.429488
-8.1000,9.6000,-0.330314
-8.1000,9.7000,0.029411
-8.1000,9.8000,-0.714182
-8.1000,9.9000,0.070165
-8.1000,10.0000,-0.053113
-8.0000,-10.0000,0.079866
-8.0000,-9.9000,0.704355
-8.0000,-9.8000,-0.033389
-8.0000,-9.7000,0.222990
-8.0000,-9.6000,0.487584
-8.0000,-9.5000,0.619839
-8.0000,-9.4000,0.106486
-8.0000,-9.3000,0.076826
-8.0000,-9.2000,0.550492
-8.0000,-9.1000,0.306720
-8.0000,-9.0000,0.441592
-8.0000,-8.9000,0.588666
-8.0000,-8.8000,0.612446
-8.0000,-8.7000,0.080817
-8.0000,-8.6000,0.510170
-8.0000,-8.5000,0.390845
-8.0000,-8.4000,0.034384
